song_id,peak_position,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
3Q3myFA7q4Op95DOpHplaY,61,0.00419,0.742,0.599,1.02e-05,0.126,-6.256,0.0465,0.154,110.977
2cOUlop2ZakjOKe4WinesN,90,0.0139,0.726,0.431,0.0,0.054,-6.666,0.0554,0.86,85.889
0s6OWiWGuiCcm1Muzch5A8,34,0.0297,0.563,0.887,0.0,0.352,-5.013,0.0857,0.794,158.05
5yuShbu70mtHXY0yLzCQLQ,25,0.228,0.665,0.498,0.0,0.0757,-8.185,0.0831,0.127,81.967
7Hr2XoaGpIMKbNXCZDZ3le,22,0.0157,0.368,0.796,0.0,0.0694,-4.923,0.0823,0.181,170.033
1Dm4iAvqwYrZjgSFJNW5TG,51,0.434,0.636,0.428,1.02e-05,0.0903,-6.512,0.0375,0.32,139.919
5XQMr19TL7Mfksq9zihbOu,23,0.00543,0.614,0.598,0.0,0.1,-6.335,0.0561,0.565,105.803
7GX5flRQZVHRAGd6B4TmDO,94,0.00264,0.732,0.75,0.0,0.109,-6.366,0.231,0.401,155.096
1dNIEtp7AY3oDAKCGg2XkH,98,0.0306,0.607,0.649,2.46e-05,0.174,-6.695,0.0362,0.505,102.996
1GwMQaZz6Au3QLDbjbMdme,74,0.186,0.598,0.504,0.000221,0.34,-9.874,0.0731,0.252,163.954
12WvaS3V4dPRBU2o37vX69,88,0.0713,0.8,0.535,9.48e-06,0.213,-6.684,0.135,0.451,92.027
31x4wWBghN7f5PiEZUmcAW,12,0.214,0.471,0.848,1.84e-05,0.658,-5.355,0.0538,0.332,161.049
7fOPVfABNLg3sxtgXBhBdp,5,0.00278,0.826,0.597,0.0,0.156,-7.807,0.432,0.35,118.044
7mldq42yDuxiUNn08nvzHO,95,0.463,0.731,0.469,1.04e-06,0.103,-7.226,0.0326,0.631,98.963
152lZdxL1OR0ZMW6KquMif,85,0.33,0.736,0.449,0.000162,0.0898,-11.462,0.425,0.326,80.126
0w3Q14i073jLoew1hgJkwD,54,0.0617,0.594,0.824,0.0,0.0861,-4.252,0.0458,0.671,116.005
1B6TmCvKjC4dopBohVW51x,32,0.00368,0.739,0.536,0.0,0.0968,-6.501,0.0587,0.193,122.022
66pxmg3Jhjm09tHoWR1wVR,38,0.00916,0.612,0.848,0.0,0.366,-3.736,0.0368,0.719,120.996
73WWkaWkIRSP3MYGZ14aY4,35,0.00825,0.555,0.746,0.0,0.0796,-5.522,0.033,0.712,75.01
3lyeSiAIdLoZUHhV8psOTI,33,0.0118,0.853,0.688,0.0,0.151,-6.509,0.296,0.565,150.012
3IJ6BBFLD2I2CH3hHFQj3O,9,0.0751,0.705,0.474,0.0,0.229,-7.534,0.355,0.179,146.244
1OG4nxGMy72EklX2DwcN3Z,3,0.322,0.597,0.68,0.000143,0.111,-7.104,0.0769,0.195,119.946
5uCax9HTNlzGybIStD3vDh,90,0.695,0.358,0.557,0.0,0.0902,-7.398,0.059,0.494,85.043
2YMhrXQYKkm4kXLcXKKd5z,65,0.0251,0.554,0.743,0.0,0.359,-6.016,0.0287,0.673,72.997
5zwKfokZAwe4kz68lEHtUf,34,0.0207,0.434,0.921,0.00209,0.116,-2.248,0.0688,0.426,171.945
3I7krC8kr0gFR7P6vInR1I,54,0.122,0.549,0.751,0.0,0.208,-5.423,0.0299,0.493,89.953
2BJpuAoDeQ1QuPvnryfAWK,27,0.0164,0.759,0.646,0.0,0.137,-7.815,0.304,0.242,145.005
3AMnOVxEHUgVrythGgqPhI,26,0.391,0.831,0.814,0.0,0.109,-5.18,0.474,0.846,161.041
5SE57ljOIUJ1ybL9U6CuBH,34,0.022,0.598,0.775,0.0,0.0677,-4.035,0.0545,0.687,129.819
0wXuerDYiBnERgIpbb3JBR,89,0.167,0.743,0.347,0.00951,0.103,-11.174,0.121,0.572,160.143
5JW8njiQorZ7m2VHYddTt6,33,0.156,0.924,0.387,0.000331,0.0973,-7.738,0.115,0.0624,120.014
08wJ1B9yu9sPeoRa5fbpr3,22,0.00166,0.735,0.831,0.217,0.291,-5.898,0.0332,0.756,123.017
0OlS52TmtK2gPaEtdmr7DN,55,0.295,0.65,0.782,0.0,0.107,-4.295,0.0721,0.944,171.988
1RouRzlg8OKFeqc6LvdxmB,53,0.213,0.766,0.756,0.0,0.349,-5.861,0.132,0.716,94.027
2EWpa5XnAuSn0sIkSSIhYk,17,0.13,0.651,0.716,0.0616,0.125,-6.516,0.0258,0.722,101.05
0VgkVdmE4gld66l8iyGjgx,96,0.0102,0.833,0.434,0.0219,0.165,-8.795,0.431,0.281,150.062
2qcHhMi1MQBDEtzy8p4tRR,56,0.055,0.622,0.763,8.91e-06,0.315,-6.4,0.0263,0.621,102.0
6SUxrwVN19Kmd9JfIbjJUj,24,0.215,0.852,0.577,0.0,0.138,-6.347,0.16,0.448,119.986
1e1JKLEDKP7hEQzJfNAgPl,72,0.0113,0.791,0.581,0.0,0.35,-7.323,0.286,0.438,162.99
4iLeL1aYGcQBsYcWIhXIUO,21,0.0528,0.46,0.821,0.0,0.0818,-5.333,0.0404,0.438,164.144
0kN8xEmgMW9mh7UmDYHlJP,68,0.196,0.578,0.574,0.0,0.083,-6.209,0.0454,0.301,174.152
1QgTBfRN5m81a5K01qens6,41,0.0235,0.791,0.513,2.83e-05,0.101,-6.568,0.269,0.481,76.997
3izNaTiYdotdPL0Bs76JqO,62,0.0353,0.652,0.719,0.0,0.108,-7.251,0.033,0.24,94.969
10GJQkjRJcZhGTLagFOC62,43,0.0485,0.76,0.588,0.0,0.0847,-7.082,0.0775,0.384,102.974
2ZdCrBA52bb4pIG3tOOZiQ,10,0.222,0.747,0.606,0.0,0.281,-5.286,0.172,0.2,155.055
5tRmoZRoupvMYPV1oezFrH,20,0.0043,0.623,0.58,0.0,0.394,-7.076,0.332,0.301,163.159
5TXDeTFVRVY7Cvt0Dw4vWW,24,0.782,0.746,0.251,0.00203,0.106,-16.169,0.259,0.18,139.999
3n2A6l4UayVe3GGKCvfQWV,42,0.0353,0.488,0.744,0.0,0.0952,-4.284,0.131,0.59,180.007
37F0uwRSrdzkBiuj0D5UHI,70,0.142,0.705,0.505,0.0,0.164,-6.923,0.192,0.391,160.043
2H881m3JRA8lpuuwaQL6zy,1,0.387,0.614,0.682,0.0,0.134,-4.117,0.102,0.566,100.202
6HZILIRieu8S0iqY8kIKhj,97,0.00454,0.638,0.523,0.0,0.0842,-6.664,0.357,0.422,139.913
3tcoEYOZUHKB3RKNByIN13,19,0.159,0.902,0.673,0.0,0.289,-7.481,0.458,0.615,132.066
0QV16pno66L6K3fn4W13b7,11,0.0112,0.788,0.689,0.0,0.22,-7.211,0.13,0.681,136.045
2H3wWrnO758y0fPH7Ilerg,10,0.585,0.769,0.156,0.015,0.102,-10.7,0.035,0.527,105.95
2UwbhMie1EAYuTZ0QXeMwl,7,0.307,0.731,0.204,0.0109,0.0989,-11.314,0.0369,0.191,142.141
2yZax79pOrYuyIFVW2cZY2,6,0.768,0.735,0.197,0.000276,0.296,-13.378,0.537,0.383,147.899
7i2DJ88J7jQ8K7zqFX2fW8,84,0.107,0.67,0.585,1.11e-06,0.131,-4.861,0.0354,0.447,110.03
6PCUP3dWmTjcTtXY02oFdT,95,0.0232,0.461,0.834,1.14e-05,0.14,-4.868,0.0989,0.471,135.007
1dFLowBW25EaL2OC7eKEa2,42,0.0338,0.653,0.911,0.000659,0.081,-4.635,0.0439,0.942,152.043
2fGxYYMQbVqgIdaqfz2OwA,22,0.00129,0.548,0.873,4.55e-05,0.138,-4.881,0.0618,0.328,121.918
6KjbNLbRjuoa8rEq5yNA6H,24,0.0121,0.673,0.514,8.5e-05,0.385,-10.772,0.0465,0.312,100.035
424fL03cevdUjWZdtLMTdP,45,0.00131,0.484,0.778,0.935,0.179,-9.061,0.0288,0.305,114.961
19yTqpHTUrw7mOcRDvXYzn,9,0.0985,0.491,0.904,0.0,0.183,-4.324,0.0344,0.588,150.007
0bXFIF7iL17TYLyx8JHziM,25,0.0252,0.806,0.77,0.0,0.0645,-6.464,0.19,0.406,152.094
4MofYf0f4ijlVV6elUW5S3,6,0.0447,0.78,0.784,0.0,0.122,-5.039,0.186,0.43,85.023
2Vf2Pflg5rTWSvSCK4qq4A,39,0.153,0.741,0.58,0.0,0.109,-7.741,0.378,0.428,97.092
1DA7FEKgQeyRPtU44L5DOf,82,0.386,0.607,0.536,0.0,0.102,-7.306,0.0305,0.434,147.986
1UZOjK1BwmwWU14Erba9CZ,91,0.0767,0.573,0.781,2.64e-05,0.0813,-6.406,0.0555,0.343,139.934
2fZQIJew3nkNe99s2PKzul,81,0.189,0.965,0.414,0.0,0.0767,-6.408,0.0713,0.728,121.032
3muBQDekYAg7jm6hDu6R0Z,53,0.171,0.587,0.711,0.0,0.125,-6.33,0.42,0.381,98.008
3umS4y3uQDkqekNjVpiRUs,9,0.243,0.683,0.691,0.0,0.14,-5.535,0.0432,0.732,179.91
0xG0SHshCStMEyNbNC5d4k,90,0.39,0.686,0.415,0.0,0.0617,-6.855,0.0752,0.446,114.205
0pSBuHjILhNEo55xK1zrRt,81,0.0837,0.804,0.886,0.0,0.266,-2.512,0.04,0.789,144.946
5mCPDVBb16L4XQwDdbRUpz,93,0.304,0.804,0.459,0.0862,0.11,-11.556,0.039,0.372,111.963
1g1TeDflB6atAy7HKwrzXu,4,0.00369,0.515,0.847,6.66e-05,0.293,-2.951,0.039,0.645,168.104
6Na5uKk5SsqZimk0hAWo8y,65,0.0853,0.79,0.734,0.00409,0.112,-4.66,0.0524,0.223,107.369
2nLtzopw4rPReszdYBJU6h,90,0.0046,0.496,0.863,0.0,0.639,-4.153,0.0381,0.243,110.018
60a0Rd6pjrkxjPbaKzXjfq,99,0.0103,0.542,0.853,0.0,0.108,-6.407,0.0498,0.37,105.256
1GOuHB20lqVyxv3GdxovPY,24,0.167,0.784,0.608,0.0,0.0871,-5.885,0.245,0.382,90.713
0hjLM1wMtk27Qd4ZihyHmi,22,0.0948,0.683,0.854,0.0,0.267,-3.915,0.196,0.131,92.006
7sLDnUauivS2vN6Z9EfUJT,18,0.0515,0.63,0.628,0.0,0.091,-4.016,0.327,0.266,121.307
4D4xJ4LyDXBWIf9thFSMAJ,30,0.0103,0.554,0.903,0.0,0.107,-3.152,0.0515,0.419,112.998
6r46lnXFbE9fr2d3KNaGbe,10,0.333,0.737,0.709,0.0,0.289,-6.889,0.045,0.556,125.997
1QiwdLAzAnzmiwvoGMXM7b,2,0.239,0.472,0.695,0.0,0.0942,-5.008,0.443,0.351,73.031
6b8Be6ljOzmkOmFslEb23P,97,0.034,0.818,0.803,0.0,0.153,-4.282,0.0797,0.632,106.97
1SJtlNRJDeYHioymcvsqev,54,0.334,0.334,0.617,0.0,0.163,-5.834,0.383,0.603,85.227
0c4ICGb0jvszKj3KPR59JU,45,0.0558,0.523,0.725,6.96e-06,0.0937,-5.448,0.0339,0.528,155.855
34oB5r0lcN3fYWCs2uA1k5,62,0.0792,0.697,0.506,0.0,0.0893,-4.863,0.0325,0.516,100.002
3BuLtAmXKy5uQYl4ED1zBT,28,0.137,0.673,0.637,0.0,0.184,-4.518,0.0429,0.678,123.98
1EaKU4dMbesXXd3BrLCtYG,85,0.204,0.748,0.705,0.0,0.246,-4.547,0.485,0.483,189.891
6xHI9KjUjYT0FPtGO8Mxa1,70,0.0153,0.464,0.813,0.0,0.254,-6.185,0.0416,0.516,75.975
5BQ10lnTvVY7hw1LRGv9NR,10,0.000455,0.749,0.789,0.0,0.0446,-7.129,0.0912,0.353,107.999
6g0TAJ1grweRwBMLQyiZFb,7,0.723,0.779,0.597,4.47e-05,0.0508,-9.652,0.434,0.646,173.986
6gBFPUFcJLzWGx4lenP6h2,69,0.0847,0.841,0.728,0.0,0.149,-3.37,0.0484,0.43,130.049
7KOlJ92bu51cltsD9KU5I7,82,0.242,0.865,0.687,0.0,0.158,-3.744,0.217,0.486,139.023
4Q3N4Ct4zCuIHuZ65E3BD4,95,0.0576,0.497,0.489,9.91e-05,0.122,-7.724,0.294,0.231,171.853
5Ohxk2dO5COHF1krpoPigN,97,0.0275,0.516,0.595,0.0,0.109,-4.63,0.0313,0.222,119.972
21yRtB6B8EMounImAfHRCP,14,0.337,0.706,0.485,0.0,0.122,-9.671,0.331,0.144,115.414
4cxMGhkinTocPSVVKWIw0d,39,0.515,0.759,0.245,0.000154,0.102,-6.545,0.138,0.209,96.992
4n0xztUAbHPUV8G3NQvF30,44,0.208,0.501,0.836,0.0,0.152,-3.587,0.0491,0.618,159.863
4Az17HfqonKSWNsaLgTBeK,48,0.344,0.532,0.64,0.0,0.361,-6.684,0.0314,0.308,84.029
42ydLwx4i5V49RXHOozJZq,93,0.0285,0.573,0.739,0.0,0.111,-5.74,0.129,0.451,97.085
7floNISpH8VF4z4459Qo18,67,0.259,0.763,0.726,0.0,0.0976,-6.405,0.282,0.349,139.059
7AAnFzBtOlgoYceCQoLRUR,40,0.405,0.806,0.557,6.62e-06,0.0838,-6.633,0.114,0.504,140.011
6OzujJBXwYPxJ7KeqflLtr,33,0.819,0.64,0.196,3.63e-05,0.0978,-11.478,0.0267,0.301,143.919
1HOUzEsetdIPSpAgRPhZQt,9,0.0381,0.708,0.612,0.0,0.277,-6.379,0.122,0.263,139.913
6mapJIPnQ23RTAevUoE0DL,75,0.2,0.681,0.314,9.82e-06,0.1,-9.319,0.0581,0.166,139.992
2lFtnEmkIPm2ClN55e2chV,45,0.27,0.663,0.656,0.000279,0.117,-6.548,0.0413,0.56,120.037
5C6uh95eAL0RBTSGXKQwvk,45,0.263,0.505,0.79,0.0884,0.123,-5.442,0.035,0.445,155.934
6UjfByV1lDLW0SOVQA4NAi,72,0.0343,0.872,0.389,0.000679,0.0941,-8.343,0.0634,0.156,131.012
3ebXMykcMXOcLeJ9xZ17XH,25,0.0895,0.584,0.54,0.0,0.261,-7.786,0.0576,0.195,137.972
58zsLZPvfflaiIbNWoA22O,27,0.393,0.602,0.707,0.0,0.165,-4.097,0.302,0.554,75.09
15vzANxN8G9wWfwAJLLMCg,95,0.0243,0.646,0.644,0.0,0.0888,-6.763,0.031,0.251,99.999
3Jrs7cC2OJNlNSy9VnDOMZ,27,0.0356,0.735,0.588,0.0,0.107,-7.197,0.226,0.434,90.002
4qknM1pQz53QOyfDVTjcM9,18,0.193,0.74,0.879,8.25e-05,0.0928,-2.251,0.105,0.948,103.71
2rUwQj4SWaP2anuGDtNpYR,16,0.00304,0.932,0.702,1.87e-05,0.267,-3.459,0.0903,0.53,143.001
0OVhQZkNe7lh0fQeH96EFW,12,0.0148,0.88,0.495,1.47e-06,0.121,-3.476,0.0681,0.47,124.055
5GG3knKdxKWrNboRijxeKF,10,0.393,0.646,0.756,3.23e-05,0.202,-9.017,0.487,0.596,193.881
4IdAIZRVkwuQQnHpi529cn,3,0.205,0.652,0.663,0.0,0.105,-7.78,0.326,0.377,114.133
7A8OfzqXBHYGk61FZTHoeo,7,0.644,0.498,0.408,0.0,0.0993,-7.946,0.0331,0.383,78.942
6Wo5YxkdXgwzKQZbDg2r17,12,0.865,0.641,0.0628,4.08e-06,0.105,-14.155,0.0417,0.275,129.004
7DEgL4rErTwjrsxLMlUVhf,49,0.312,0.536,0.722,0.0,0.117,-4.163,0.0284,0.499,143.78
5oO3drDxtziYU2H1X23ZIp,96,0.0777,0.503,0.632,1.3e-05,0.0758,-4.854,0.0492,0.369,171.92
6yIdwnpDHufLWgQcveTPMk,99,0.0631,0.735,0.451,1.3e-05,0.325,-8.374,0.0585,0.0862,117.973
0SGkqnVQo9KPytSri1H6cF,95,0.105,0.77,0.567,0.0,0.125,-5.698,0.175,0.26,81.477
2sSgZkaAOIfkzNDhndiLvZ,37,0.048,0.52,0.811,1.61e-06,0.0736,-4.771,0.0431,0.683,82.012
4AtZRwSR8BOTTQg5ihSggt,29,0.0307,0.417,0.58,1.45e-06,0.179,-4.574,0.207,0.139,68.58
2WaOQWSv0D1tZNxyLvnGAI,36,0.231,0.589,0.809,0.0,0.0719,-5.292,0.0376,0.496,88.965
7cGFbx7MP0H23iHZTZpqMM,42,0.158,0.885,0.94,0.0,0.0675,-5.908,0.0909,0.77,110.005
6mORGLOz79w6VsCRLWYYuK,17,0.969,0.443,0.369,0.277,0.638,-9.514,0.0441,0.0989,174.107
0afhq8XCExXpqazXczTSve,48,0.0735,0.624,0.876,0.0,0.327,-3.374,0.1,0.781,99.943
0Fv5N0cHBsl4bzCbollCAS,63,0.0541,0.789,0.53,0.0,0.164,-6.2,0.293,0.367,75.515
0ZQfn5nh2TnVE6Q0AT8eXr,80,0.677,0.681,0.358,0.00411,0.124,-14.701,0.138,0.0682,113.402
1Lm8SfYEBmj1J8GdNUaGEI,100,0.86,0.774,0.172,0.301,0.1,-15.913,0.0924,0.675,113.075
2Gl0FzuLxflY6nPifJp5Dr,34,0.197,0.633,0.592,0.0,0.099,-7.245,0.112,0.679,90.066
4BHSjbYylfOH5WAGusDyni,69,0.576,0.67,0.7,5.34e-06,0.226,-7.893,0.196,0.648,69.986
5kRPPEWFJIMox5qIkQkiz5,8,0.746,0.427,0.262,0.0,0.068,-8.541,0.0276,0.228,104.085
0t47PyJgXmnUAK5obb0mM2,36,0.123,0.791,0.655,0.0,0.0839,-7.109,0.0417,0.48,97.998
6U4VqEHy4n5VeiH4pQPL24,36,0.278,0.782,0.751,0.0,0.0367,-7.023,0.28,0.688,135.277
0AS63m1wHv9n4VVRizK6Hc,86,0.125,0.555,0.662,0.0,0.111,-4.952,0.0827,0.356,148.128
2LTlO3NuNVN70lp2ZbVswF,66,0.137,0.746,0.798,0.0,0.139,-8.382,0.349,0.553,109.968
6IZvVAP7VPPnsGX6bvgkqg,64,0.0786,0.665,0.535,1.68e-05,0.154,-7.056,0.0572,0.37,138.842
06FCvd7rrRcF3DdvWH5Isp,59,0.193,0.678,0.562,0.0,0.104,-9.197,0.508,0.566,94.241
6ie2Bw3xLj2JcGowOlcMhb,82,0.0209,0.594,0.721,8.55e-06,0.0879,-7.812,0.0957,0.253,128.942
6mb6lVLNrcUgLnEN8QnDJd,60,0.603,0.576,0.319,0.0,0.173,-10.934,0.0518,0.0921,83.632
0w5Bdu51Ka25Pf3hojsKHh,11,0.00647,0.695,0.818,4.87e-06,0.0219,-5.379,0.0334,0.916,119.965
23luOrEVHMfoX0AhfbQuS6,51,0.604,0.588,0.479,7.2e-06,0.527,-7.039,0.281,0.434,150.414
223teZfu22Av10Xl9PxA2n,87,0.326,0.65,0.182,0.826,0.118,-22.168,0.0809,0.0525,138.969
5p3NP9mQblDsVJLdfNZJ3I,43,0.0347,0.706,0.557,0.0,0.276,-5.8,0.0813,0.205,132.98
6I6NX6tjGsxFAsIfGzY9lJ,94,0.361,0.653,0.409,0.00012,0.189,-11.446,0.421,0.187,174.324
1n4jwRVXdkK2U34nBDUKKT,47,0.142,0.357,0.238,0.0859,0.55,-16.78,0.265,0.494,156.907
7f08qp3HROTkfrtNpiYGGo,64,0.116,0.685,0.783,0.0,0.194,-4.152,0.0276,0.525,90.008
0y9uTzK9cNKSAEHnpeRG8C,38,0.0536,0.552,0.731,0.0,0.258,-6.873,0.615,0.632,174.516
2gYiCTytrSRtuaHP1Nac6u,43,0.225,0.548,0.898,0.0,0.1,-2.561,0.0459,0.599,145.953
343YBumqHu19cGoGARUTsd,93,0.108,0.927,0.488,0.0,0.196,-9.433,0.42,0.605,133.987
77hjM9bMmgfTGJXv14UFmi,60,0.0231,0.392,0.825,2.25e-06,0.0972,-2.068,0.0535,0.482,98.959
05KOgYg8PGeJyyWBPi5ja8,83,0.0621,0.617,0.492,0.0,0.484,-7.588,0.448,0.208,141.953
0PNiEcV45g2TVpNlfYZz7H,34,0.0551,0.611,0.886,1.1e-06,0.247,-4.673,0.0343,0.27,112.988
0wfbD5rAksdXUzRvMfM3x5,23,0.238,0.76,0.303,8.09e-06,0.294,-11.362,0.0284,0.15,99.991
4GkkxswcdEt1tkSyiRzgnC,55,0.000668,0.804,0.456,0.0,0.31,-7.44,0.0468,0.165,130.014
2XlHu0HcujBCkWMdIAvrqt,63,0.0521,0.724,0.548,7.4e-06,0.104,-8.062,0.0497,0.392,98.017
4JjIIBNoho0V2gZjH4nEzR,47,0.124,0.521,0.805,0.000219,0.33,-4.481,0.0289,0.527,141.967
6n3HGiq4v35D6eFOSwqYuo,66,0.11,0.768,0.282,0.0208,0.113,-10.348,0.0863,0.175,97.043
2flWhcGYxQHhb1EeeU2dOL,9,0.00541,0.529,0.8,0.0,0.104,-3.726,0.031,0.687,100.035
7dZ1Odmx9jWIweQSatnRqo,97,0.437,0.665,0.424,0.0,0.107,-7.838,0.0444,0.134,129.911
4vb4mFvYsr2h6enhjJsq9Y,75,0.0189,0.596,0.838,1.54e-05,0.108,-6.52,0.0704,0.472,94.982
4ckQIgBy1gVeevf7UAereE,26,0.861,0.425,0.372,0.0148,0.0733,-10.92,0.03,0.292,79.456
1zayuwd1YLZsYDArkruHdL,79,0.501,0.672,0.434,0.000125,0.272,-15.218,0.765,0.54,129.209
13e6f8t7RKXuxZ0JdaaJRG,52,0.755,0.719,0.354,0.00969,0.349,-10.461,0.104,0.205,123.152
76gUmNLXGQVOsGhfcshkFP,50,0.235,0.834,0.527,0.00968,0.632,-10.4,0.193,0.319,105.86
2KvHC9z14GSl4YpkNMX384,41,0.234,0.787,0.69,0.0,0.112,-6.206,0.404,0.465,171.029
5f5r2N4Lp9WoULWPH9zp2W,19,0.0111,0.636,0.568,0.0,0.117,-8.441,0.419,0.438,82.495
4F7A0DXBrmUAkp32uenhZt,85,0.188,0.572,0.631,2.31e-05,0.259,-8.389,0.104,0.219,77.519
6MbH1QiphMCPTqVEVC7UYi,40,0.379,0.76,0.227,0.0017,0.355,-8.327,0.15,0.279,96.912
2Na0z2gfN67Rzf0vp74Wi3,37,0.736,0.519,0.576,0.0,0.371,-9.162,0.414,0.373,87.983
2dfqS3MRtbLZSZA1IL8xY5,25,0.0117,0.801,0.813,3.79e-06,0.157,-6.404,0.23,0.403,129.962
6i0V12jOa3mr6uu4WYhUBr,99,0.0841,0.732,0.396,3.58e-05,0.105,-9.348,0.0286,0.548,90.024
5hTpBe8h35rJ67eAWHQsJx,90,0.17,0.941,0.335,0.0,0.262,-10.179,0.505,0.707,120.041
0j8zLbIueSkVqB3Tl6PsjA,40,0.753,0.764,0.473,0.306,0.171,-11.084,0.0882,0.212,106.14
23TxRN09aR1RB0G0tFoT0b,67,0.112,0.514,0.836,0.0,0.0878,-3.663,0.0381,0.501,143.888
6Nle9hKrkL1wQpwNfEkxjh,29,0.874,0.776,0.503,0.0,0.112,-5.732,0.237,0.473,110.134
6Kkt27YmFyIFrcX3QXFi2o,23,0.92,0.587,0.229,0.0,0.1,-11.254,0.128,0.379,75.67
1FUViuNSldssMIawrOXF2i,58,0.0504,0.609,0.887,4.76e-06,0.09,-4.749,0.0507,0.316,97.99
51ChrwmUPDJvedPQnIU8Ls,52,0.355,0.761,0.386,0.0,0.0953,-6.158,0.0399,0.526,134.943
1IO13V09b01gLSbmZJZ9dM,34,0.539,0.347,0.632,0.00226,0.121,-6.998,0.0381,0.285,74.257
2xbI8Vmyv3TkpTdywpPyNw,50,0.114,0.638,0.6,0.0,0.187,-5.84,0.0438,0.0399,101.981
2RttW7RAu5nOAfq6YFvApB,42,0.536,0.522,0.385,0.0,0.135,-7.355,0.0288,0.236,89.792
1CnPYaKxTVb4LWOtiGOm0m,85,0.0584,0.617,0.567,0.0,0.0933,-4.188,0.0828,0.505,90.246
5HDPtsnyb3maFmPL8LLUTG,29,0.0559,0.78,0.745,0.0,0.0595,-3.97,0.145,0.862,94.026
4VuS959DSpr82t3qBqCrWG,26,0.914,0.589,0.242,0.0,0.0887,-10.517,0.0442,0.257,89.749
2pJZ1v8HezrAoZ0Fhzby92,18,0.251,0.838,0.492,0.0,0.262,-5.69,0.038,0.895,115.092
6PJ8FF6UR8FZXfEvpHkIVN,60,0.424,0.617,0.439,0.0,0.127,-5.63,0.0269,0.242,139.979
7oolFzHipTMg2nL7shhdz2,11,0.086,0.64,0.812,0.0,0.0509,-5.647,0.0834,0.914,86.013
2dfHh7ECGxfNqZTQno09Vk,8,0.719,0.604,0.366,0.0,0.162,-7.881,0.0267,0.181,105.177
3Lfiu5sZ4M4B6JaKMBc0FU,5,0.448,0.747,0.76,0.0,0.153,-4.294,0.187,0.682,99.975
1nIyZKYmUsbEowiizbyr2Q,56,0.142,0.696,0.641,0.0,0.132,-5.807,0.0261,0.664,101.981
5sjIhQzNljMVrDklI91ezp,59,0.0158,0.552,0.893,0.0,0.105,-4.593,0.0383,0.777,163.948
3QGsuHI8jO1Rx4JWLUh9jd,95,0.106,0.444,0.819,0.0,0.107,-4.078,0.341,0.747,82.695
1r6cyaW7yMykwSyxTuwcuM,29,0.0471,0.981,0.417,0.359,0.103,-10.732,0.134,0.262,122.044
2Kerz9H9IejzeIpjhDJoYG,57,0.487,0.527,0.366,0.0023,0.11,-10.943,0.0277,0.234,98.994
6nxQdXa1uAL0rY72wPZu89,78,0.591,0.488,0.762,0.0,0.0763,-3.842,0.0865,0.709,123.889
4STaHtfguDMkWbPEo6Fwcx,19,0.0253,0.598,0.496,0.00132,0.12,-9.309,0.0804,0.725,128.06
0qvzXomUDJVaUboy2wMfiS,81,0.72,0.678,0.401,0.0,0.118,-8.408,0.0312,0.194,111.855
5W9QCBJ6Em0XWX333YrNhc,47,0.0331,0.694,0.493,2.04e-06,0.431,-8.581,0.373,0.313,166.457
0Xm8tw6qikotb8FAOZ2ks7,33,0.106,0.69,0.663,0.0,0.0659,-5.248,0.0352,0.285,122.041
7pxhKtuTwofDIdgHx2DcVK,46,0.054,0.651,0.808,0.0,0.0482,-4.731,0.0435,0.858,100.993
4XaW4jIud5YxwV4QRJOb40,10,0.423,0.816,0.414,0.0,0.125,-7.953,0.119,0.197,150.008
2BOqDYLOJBiMOXShCV1neZ,8,0.839,0.682,0.173,3.26e-05,0.0983,-8.749,0.0314,0.236,112.663
2IG6Te7JyvrtqhFeOF7le4,2,0.0145,0.852,0.438,0.0,0.263,-7.673,0.426,0.627,150.945
4S6fv0puLCsfYjyBTPDb9k,30,0.51,0.435,0.401,0.0,0.077,-6.721,0.0301,0.133,136.837
6BdAwMv1YorLfkBWlE493X,24,0.659,0.799,0.655,0.0,0.135,-6.34,0.0485,0.82,128.038
0y1QJc3SJVPKJ1OvFmFqe6,47,0.579,0.489,0.505,0.000333,0.104,-8.022,0.117,0.337,163.255
78AucGxdmVa4Bx6HwDPOS4,17,0.153,0.517,0.61,0.0,0.416,-6.373,0.372,0.163,135.498
1XazlqB4YAtvouCmJPWXlM,55,0.114,0.518,0.686,0.0,0.114,-4.911,0.0313,0.334,144.065
7BiELrM90hRxpozaIXbsLw,18,0.292,0.614,0.541,0.0,0.106,-5.659,0.0407,0.394,112.013
4x3XzqDLZbRF7Ap6MIaJ9a,99,0.0034,0.693,0.924,4.4e-05,0.0926,-3.711,0.0392,0.715,118.983
7j56HrjR9cGzvekvZY3Faz,48,0.00609,0.636,0.836,0.000157,0.0828,-3.004,0.0427,0.715,139.956
4atJ40xfasjdM9ZF3p07BV,27,0.36,0.529,0.809,0.0,0.242,-6.554,0.269,0.136,125.285
1jQsKN68yE94tMYml0wHMd,25,0.147,0.745,0.714,0.0,0.132,-6.729,0.0768,0.554,136.972
1u0MOgWF1bbylVxpJG2ZjB,15,0.388,0.611,0.611,0.0,0.113,-8.751,0.143,0.38,142.187
7wMPhUSe6CZga1vOMpLTJP,14,0.126,0.489,0.54,0.0,0.103,-7.046,0.0288,0.27,81.4
58spuRyMUsjKHQHEGwLC99,27,0.0665,0.485,0.834,0.0,0.28,-5.413,0.0715,0.659,90.933
